fontecontato,ranking,score,idusuarioinclusao,idinterno,tipopessoa,cnpjcpf
ERP,0,,1187,841917,Filial,00153282000167
ECONODATA,0,,1328,3210709,Jurídica,
Ações de Marketing (Feira),0,,3002,3164467,Jurídica,06095892000138
ECONODATA,0,,1752,1945457,Jurídica,57006983000433
ECONODATA,0,,1752,2606493,Jurídica,11177184000186
ECONODATA,0,,1752,2606518,Jurídica,13835993000163
ECONODATA,0,,3569,3328827,Jurídica,
ECONODATA,0,,3002,3473183,Jurídica,84431154000128
Ações de Marketing (Feira),0,,1527,3498333,Jurídica,44906814000165
ECONODATA,0,,1752,2423168,Jurídica,46296018000183
ERP,1,1.0,1187,844538,Jurídica,18261694000186
ECONODATA,0,,1752,1534916,Jurídica,22260677000100
ECONODATA,0,,3761,3244446,Jurídica,07660851000100
Ligação / Visita Receptiva/ Cliente Contatou,0,,1241,2714838,Jurídica,01587851000145
ECONODATA,0,,3761,2853203,Jurídica,00716481000136
Ações de Marketing (Anuncios),0,,3002,3449149,Jurídica,06940329000208
ERP,0,,1187,888647,Jurídica,13356822000151
Indicação,0,,1328,2889573,Jurídica,
Ações de Marketing (Feira),0,,1718,1428385,Jurídica,05523441000191
Indicação,0,,1328,2651169,Jurídica,
ECONODATA,0,,1752,2536311,Jurídica,08923111000181
ERP,0,,1187,841195,Jurídica,25331521000152
Ações de Marketing (Feira),0,,3002,3247974,Jurídica,28313474000102
Ligação / Visita Receptiva/ Cliente Contatou,0,,1680,2632553,Jurídica,42777631000161
ECONODATA,0,,1752,2664671,Jurídica,01293024000149
ERP,1,1.0,1187,2157629,Jurídica,10687109000100
ECONODATA,0,,3938,3458708,Jurídica,13844176000171
ECONODATA,0,,3781,2862381,Jurídica,36473736000124
ECONODATA,0,,3761,2853423,Jurídica,19722101000102
ECONODATA,0,,1752,2536343,Jurídica,13509723000162
Prospecção Ativa- Vendas Internas,0,,1241,2682670,Jurídica,
Ações de Marketing (Feira),0,,3002,3214207,Jurídica,34736198000198
Ações de Marketing (Feira),0,,3002,3212298,Jurídica,77996478000148
Ligação / Visita Receptiva/ Cliente Contatou,0,0.0,3980,3015708,Jurídica,80220890000186
ECONODATA,0,,1752,1629535,Jurídica,80396310000106
ECONODATA,0,,1752,2606411,Jurídica,04244701000127
Ligação / Visita Receptiva/ Cliente Contatou,0,,3002,3114813,Jurídica,05199536000100
Prospecção Ativa- Vendas Internas,0,,3002,2679491,Jurídica,03809754000185
ECONODATA,0,,3781,2794348,Jurídica,04055777000104
ECONODATA,0,,3761,2815030,Jurídica,02190522000129
ERP,1,1.0,1187,841404,Jurídica,04944068000180
Ações de Marketing (Internet/Site),0,,3002,3437094,Jurídica,26053938000163
Ações de Marketing (Feira),0,,3002,3221466,Jurídica,04355720000120
Indicação,0,,3781,3334504,Jurídica,21118268000100
ERP,0,,1187,843487,Jurídica,03884945000101
ECONODATA,0,,1752,2346631,Jurídica,12728412000121
ECONODATA,0,,1752,2423123,Jurídica,32416361000100
ECONODATA,0,,1752,2346729,Jurídica,33036976000173
Ações de Marketing (Internet/Site),0,,1328,1185447,Jurídica,14425249000153
ECONODATA,0,,1752,1545895,Jurídica,24414826000165
ECONODATA,0,,3761,2827285,Jurídica,31052991000180
ERP,1,1.0,1187,843657,Jurídica,01002612000186
ECONODATA,0,,3761,3004505,Jurídica,37339125000150
ECONODATA,0,,1752,1982569,Jurídica,72219520000109
Ações de Marketing (Feira),0,,3002,3496990,Jurídica,15605952000106
ECONODATA,0,,1752,2606426,Jurídica,05242939000186
ECONODATA,0,,1752,1524578,Jurídica,
Ações de Marketing (Feira),0,,3002,3221646,Jurídica,32778066000101
Ações de Marketing (Internet/Site),0,,3002,3074946,Jurídica,
Ações de Marketing (Feira),0,,3002,3216684,Jurídica,10821402000100
ECONODATA,0,,1718,3185261,Jurídica,41091409000148
ECONODATA,0,,1752,1524739,Jurídica,67321257000116
ECONODATA,0,,1752,1872635,Jurídica,74383985000118
ECONODATA,0,,1752,2606748,Jurídica,39350315000102
Prospecção Ativa- Vendas Internas,0,,3002,3192905,Jurídica,17330898000169
ECONODATA,0,,1752,1629450,Jurídica,08607114000106
Prospecção Ativa- Vendas Internas,0,,3002,2731239,Jurídica,11630939000156
Prospecção Ativa- Vendas Internas,0,,3002,3351194,Jurídica,20097771000156
ECONODATA,0,,1752,2606536,Jurídica,16977744000109
Prospecção Ativa- Vendas Internas,0,,3002,2685082,Jurídica,92330257000120
ECONODATA,0,,1752,2606578,Jurídica,21757941000144
ERP,1,1.0,1187,878364,Jurídica,95814984000231
Ações de Marketing (Internet/Site),0,,3002,3411433,Jurídica,13317178000102
Prospecção Ativa- Vendas Internas,0,,3002,2731889,Jurídica,00087181000135
Ações de Marketing (Feira),0,,3002,3204862,Jurídica,00676383000112
ECONODATA,0,,3761,3244248,Jurídica,27970195000159
ECONODATA,0,,3761,3159974,Jurídica,20706422000194
Ações de Marketing (Feira),0,,1718,1469116,Jurídica,03602269000136
ECONODATA,0,,3761,2853290,Jurídica,07387595000129
ECONODATA,0,,3569,3039874,Jurídica,
ECONODATA,0,,1752,2665074,Jurídica,46864385000136
ECONODATA,0,,1752,1534847,Jurídica,04160930000163
Ações de Marketing (Feira),0,,1718,1463853,Jurídica,13960556000171
ERP,1,1.0,1187,841184,Jurídica,01638080000178
ECONODATA,0,,3761,3244167,Jurídica,42368527000113
ECONODATA,0,,1752,1629543,Jurídica,85342962000181
Ligação / Visita Receptiva/ Cliente Contatou,0,,1527,3064626,Jurídica,03497243000175
Indicação,0,,3002,3208601,Jurídica,85243491000154
ECONODATA,0,,3938,3467783,Jurídica,
ERP,1,1.0,1187,842080,Jurídica,73960874000164
ERP,0,,1187,845480,Filial,88893490000496
Indicação,0,,3781,3004340,Jurídica,21457075000176
ERP,1,1.0,1187,842335,Jurídica,08667590000112
ECONODATA,0,,1752,2606594,Jurídica,23685354000112
ECONODATA,0,,1752,1534591,Jurídica,07252092000146
Ações de Marketing (Internet/Site),0,,3002,3376545,Jurídica,25153124000138
Ações de Marketing (Internet/Site),0,,3002,3327490,Jurídica,29155700000137
Ligação / Visita Receptiva/ Cliente Contatou,0,,1347,1280230,Jurídica,08603957000134
ERP,1,1.0,1187,845307,Jurídica,10895954000163
ERP,1,1.0,1187,845026,Jurídica,05591361000173
ECONODATA,0,,1856,2530692,Jurídica,
ERP,1,1.0,1187,845606,Jurídica,02986723000137
ERP,1,1.0,1187,1884409,Jurídica,82645862000136
ERP,1,1.0,1187,843345,Jurídica,09602606000171
ERP,1,1.0,1856,2591427,Jurídica,06106151000105
ECONODATA,0,,1752,1534822,Jurídica,00236991000106
ERP,1,1.0,1187,2666559,Jurídica,32169479000180
Indicação,0,,1856,2693121,Jurídica,
Prospecção Ativa- Vendas Internas,0,,3002,3318124,Jurídica,22607388000126
ERP,1,1.0,1187,841236,Jurídica,91984377000188
ECONODATA,0,,1752,2606501,Jurídica,11756860000176
ECONODATA,0,,3781,2777423,Jurídica,13465624000126
Ações de Marketing (Internet/Site),0,,3002,3323624,Jurídica,19594922000100
Representantes,0,,4312,3071041,Jurídica,25350019000199
Ligação / Visita Receptiva/ Cliente Contatou,0,,1350,1944610,Jurídica,47038294000104
Ações de Marketing (Feira),0,,3002,3215058,Jurídica,06333366000169
Ações de Marketing (Internet/Site),0,,1331,2880997,Jurídica,30219033000198
Representantes,0,,4312,3071051,Jurídica,11314925000123
ERP,0,,1187,844259,Jurídica,09183422000114
Ações de Marketing (Feira),0,,1718,1429597,Jurídica,00925546000153
ECONODATA,0,,1752,2664813,Jurídica,11224793000149
ERP,1,1.0,1187,3216829,Jurídica,43490424000275
Representantes,0,,4312,3090203,Jurídica,59309302000199
ECONODATA,0,,1752,1665177,Jurídica,33042751000120
Representantes,0,,1527,3292898,Jurídica,02773897000111
ECONODATA,0,,1752,2154892,Jurídica,29754146000104
Ações de Marketing (Internet/Site),0,,3002,3419136,Jurídica,67348276000136
Indicação,0,,1350,2733833,Jurídica,06305968000102
ECONODATA,0,,1752,2664691,Jurídica,02338417000194
ERP,1,1.0,1187,3218223,Jurídica,24871206000155
ECONODATA,0,,1752,1652280,Jurídica,72017031000166
ERP,0,,1187,842164,Jurídica,00960912000105
Ações de Marketing (Internet/Site),0,,3002,3353311,Jurídica,30853759000188
Representantes,0,,1226,3469331,Jurídica,02003294000130
Ações de Marketing (Feira),5,,1216,1405532,Jurídica,03555003000180
Ações de Marketing (Anuncios),0,,3002,3454362,Jurídica,08544455000180
ECONODATA,0,,3761,2945980,Jurídica,07534342000130
Ações de Marketing (Internet/Site),0,,3002,3419085,Jurídica,21070971000188
Indicação,0,,1718,3324852,Jurídica,44443598000169
ERP,0,,1187,842134,Jurídica,61394243000146
Ações de Marketing (Internet/Site),0,,3002,3443306,Jurídica,15176388000153
ECONODATA,0,,1752,1629330,Jurídica,00946009000190
Representantes,0,,3198,3354787,Jurídica,00632696000179
Ações de Marketing (Feira),0,,3002,3247467,Jurídica,21617424000170
Ações de Marketing (Feira),0,,3002,3196564,Jurídica,04793304000104
Ações de Marketing (Internet/Site),0,,1331,2418855,Jurídica,32435910000193
Ações de Marketing (Internet/Site),0,,3002,3372008,Jurídica,08079930000194
ECONODATA,0,,1752,1945725,Jurídica,07906790000118
ECONODATA,0,,1328,3248418,Jurídica,
ERP,1,1.0,1187,842888,Jurídica,78237138000104
Indicação,0,,1328,3131836,Jurídica,
ECONODATA,0,,1752,1643290,Jurídica,32040407000139
ECONODATA,0,,1328,2908942,Jurídica,02610655000107
ECONODATA,0,,1752,1629241,Jurídica,02706987000190
Prospecção Ativa- Vendas Internas,0,,3002,3375939,Jurídica,39414170000158
Ações de Marketing (Internet/Site),0,,3002,3383153,Jurídica,29802325000170
ERP,1,1.0,1187,843217,Jurídica,56795008000146
Ações de Marketing (Feira),0,,3002,3222437,Jurídica,05827645000116
Indicação,0,,1350,1203378,Jurídica,09043145000144
ECONODATA,0,,1752,1545839,Jurídica,30010742000169
ERP,1,1.0,1187,844809,Jurídica,00899825000190
Ações de Marketing (RD Station),0,,1856,2718773,Jurídica,34962138000193
Indicação,0,,1355,1626366,Jurídica,61959946000174
ERP,0,,1187,1663783,Jurídica,00205323000111
Ligação / Visita Receptiva/ Cliente Contatou,0,,3002,3234384,Jurídica,04233646000170
ECONODATA,0,,1752,2606716,Física,35750011000173
Indicação,0,,2912,2090744,Jurídica,04059223000185
Ligação / Visita Receptiva/ Cliente Contatou,0,,2795,3009364,Jurídica,01366918000111
ERP,1,1.0,1187,841509,Jurídica,05018541000160
Representantes,0,,2847,2869338,Jurídica,26386965000158
Representantes,0,,2847,2869343,Jurídica,11378919000130
Prospecção Ativa- Vendas Internas,0,,3002,2721191,Jurídica,18303986000134
ECONODATA,0,,1752,2606772,Jurídica,79499372000164
ERP,1,1.0,1187,841514,Jurídica,23117419000123
ECONODATA,0,,1752,2536346,Jurídica,14902691000123
Indicação,0,,3781,3463212,Física,11585085650
Indicação,0,,1241,2795118,Jurídica,04174316000150
Ações de Marketing (Anuncios),0,,3002,3448611,Jurídica,07092005000130
ECONODATA,0,,3002,3425612,Jurídica,04788433000104
RD STATION,0,,3937,3466109,Jurídica,
Ações de Marketing (Internet/Site),0,,1328,933871,Jurídica,80438542000180
ECONODATA,0,,3761,2853600,Jurídica,39523996000155
Ações de Marketing (Internet/Site),0,,1241,2551822,Jurídica,13918325000108
ECONODATA,0,,3761,3004490,Jurídica,39687119000110
Ações de Marketing (Internet/Site),0,,3002,3326347,Jurídica,04196975000198
Ações de Marketing (Feira),0,,1527,1825119,Jurídica,03620220000106
Prospecção Ativa- Vendas Internas,0,,3002,2732313,Jurídica,03811941000101
ERP,1,1.0,1187,845364,Jurídica,67117705000164
Representantes,0,,1226,3467249,Jurídica,09645148000158
ECONODATA,0,,1328,3028217,Jurídica,
ERP,1,1.0,1187,3473132,Jurídica,83796813000167
Representantes,0,,1331,3445812,Jurídica,19420708000120
ECONODATA,0,,3761,3244476,Física,05338877000100
ECONODATA,0,,1241,2755606,Jurídica,36449272000110
Ações de Marketing (RD Station),0,,1189,3114609,Jurídica,01553804000180
Ações de Marketing (Internet/Site),0,,3002,3409236,Jurídica,32006086000156
Ações de Marketing (Feira),0,,1718,1464272,Jurídica,09134017000106
ERP,0,,1187,842090,Jurídica,02191081000180
Prospecção Ativa- Vendas Internas,0,,3002,2680691,Jurídica,29450668000112
ECONODATA,0,,1752,2346670,Jurídica,22194031000163
ECONODATA,0,,1752,2536376,Jurídica,23883462000108
ERP,1,1.0,1187,844628,Jurídica,85242717000100
Ações de Marketing (Feira),0,,1718,1428941,Jurídica,62522511000120
ECONODATA,0,,1752,2423083,Jurídica,16519284000167
Prospecção Ativa- Vendas Internas,0,,3002,3370563,Jurídica,11971525000190
ERP,1,1.0,1187,844640,Jurídica,20214928000186
ERP,0,,1187,844497,Jurídica,09075317000242
ECONODATA,0,,1752,2606662,Jurídica,31497629000112
ERP,1,1.0,1187,844905,Jurídica,11920926000111
ECONODATA,0,,1752,1629471,Jurídica,10659542000124
ERP,1,1.0,1187,842395,Jurídica,05570852000138
Indicação,0,,3937,3152958,Jurídica,12994541000161
ERP,1,1.0,1187,2667006,Jurídica,34316797000152
Ligação / Visita Receptiva/ Cliente Contatou,0,,3002,3142406,Jurídica,03348244000158
ERP,0,,1187,845119,Jurídica,07135677000186
ECONODATA,0,,3761,2827201,Jurídica,24830492000100
ECONODATA,0,,3761,3244529,Jurídica,00899172000149
Representantes,0,,4312,3201130,Jurídica,14975022000181
ERP,1,1.0,1187,843633,Jurídica,13751823000109
ECONODATA,0,,1752,2606690,Jurídica,33472273000198
ERP,1,1.0,1187,2832193,Jurídica,42749396000114
Representantes,0,,4700,3258142,Jurídica,42096090000106
Ações de Marketing (Anuncios),0,,3002,3471373,Jurídica,13236756000186
ECONODATA,0,,3761,3244422,Jurídica,08982278000113
Prospecção Ativa- Vendas Internas,0,,3002,3403710,Jurídica,53392387000569
ECONODATA,0,,1328,2948424,Jurídica,
ERP,1,1.0,1187,844139,Jurídica,07266397000107
ECONODATA,0,,1328,3420282,Jurídica,
Ligação / Visita Receptiva/ Cliente Contatou,0,,1350,2525196,Jurídica,48712319000176
ECONODATA,0,,1752,1534833,Jurídica,02220152000125
Prospecção Ativa- Vendas Internas,0,,1328,2932981,Jurídica,23007560000173
ERP,1,1.0,1187,844709,Jurídica,09019152000100
Ações de Marketing (Feira),0,,1350,3247210,Jurídica,19962542000173
ERP,1,1.0,1187,3313308,Jurídica,09487560000197
Ligação / Visita Receptiva/ Cliente Contatou,0,,1350,1455425,Jurídica,07359023000136
Prospecção Ativa- Vendas Internas,0,,3002,2719436,Jurídica,11477821000130
Ações de Marketing (Internet/Site),0,,3002,3357310,Jurídica,82951328000158
ECONODATA,0,,3938,2999673,Jurídica,41502211000100
Prospecção Ativa,0,,3002,2828642,Jurídica,03776284000109
Ações de Marketing (Internet/Site),0,,3002,3442890,Jurídica,38635412000170
ERP,1,1.0,1187,3403489,Jurídica,10464398000170
ECONODATA,0,,1752,1629488,Jurídica,11517292000150
Ações de Marketing (Anuncios),0,,3002,3454212,Jurídica,47276632000146
Ações de Marketing (Internet/Site),0,,3002,3436287,Jurídica,08585033000152
Ligação / Visita Receptiva/ Cliente Contatou,0,,1350,1393809,Jurídica,38851879000158
ECONODATA,0,,1752,1545803,Jurídica,08772144000178
ERP,1,1.0,1187,2200915,Filial,35540142000126
ECONODATA,0,,1328,3480797,Jurídica,
Representantes,0,,2847,2869336,Jurídica,00444232000724
ERP,1,1.0,1187,845623,Filial,30014876000158
Ações de Marketing (Feira),0,,1718,1432188,Jurídica,00486065000199
ECONODATA,0,,1752,2606773,Jurídica,79532966000120
ERP,0,,1187,841892,Jurídica,01642053000179
Indicação,0,,3781,3417789,Jurídica,61421418000167
Ligação / Visita Receptiva/ Cliente Contatou,0,,1355,1900267,Jurídica,24304043000129
Ações de Marketing (Internet/Site),0,,3002,3466311,Jurídica,23270129000115
Prospecção Ativa- Vendas Internas,0,,3002,2966522,Jurídica,01947943000199
Prospecção Ativa,0,,3937,2908967,Jurídica,
ERP,1,1.0,1187,844687,Jurídica,12991853000111
ECONODATA,0,,1718,3086414,Jurídica,
Prospecção Ativa- Vendas Internas,0,,3937,2946703,Jurídica,44039041000167
Prospecção Ativa- Vendas Internas,0,,3002,2734040,Jurídica,78641701000105
ERP,0,,1187,842400,Jurídica,56970510000146
ECONODATA,0,,3761,3003418,Jurídica,22763519000164
ERP,1,1.0,1187,3491376,Jurídica,09350434000196
Ações de Marketing (Feira),0,,1718,1465469,Jurídica,56287725000329
ERP,1,1.0,1187,3483345,Jurídica,40148712000177
Indicação,0,,1241,2586296,Jurídica,07267371000183
Representantes,0,,1752,3490430,Jurídica,82891508000191
ECONODATA,0,,3761,3003366,Jurídica,02767967000129
Representantes,0,,1350,3491804,Jurídica,46842894000168
ECONODATA,0,,1752,2664861,Jurídica,15379558000105
Ações de Marketing (Feira),0,,1328,1405411,Jurídica,24112782000119
ECONODATA,0,,3781,2825400,Jurídica,21917097000171
ECONODATA,0,,3761,2815031,Jurídica,02411952000123
Ações de Marketing (Anuncios),0,,3002,3463146,Jurídica,10289307000108
ECONODATA,0,,3761,3244389,Jurídica,11061707000124
ECONODATA,0,,1752,2536390,Jurídica,28080645000109
Ações de Marketing (Internet/Site),0,,1328,1425014,Jurídica,07871970000101
Ações de Marketing (RD Station),0,,1189,3098572,Jurídica,05905410000103
Ligação / Visita Receptiva/ Cliente Contatou,0,,3002,2434106,Jurídica,05166746000193
Prospecção Ativa- Vendas Internas,0,,3937,2891045,Jurídica,42676356000190
Ações de Marketing (Internet/Site),0,,3002,3436058,Física,38391078817
ERP,1,1.0,1187,845208,Jurídica,46754545000194
ECONODATA,0,,1752,2536415,Jurídica,45235678000191
ECONODATA,0,,1752,2423128,Jurídica,34757965000145
ECONODATA,0,,1752,2665031,Jurídica,35852883000142
Representantes,0,,3781,3317753,Jurídica,16778979000163
Prospecção Ativa- Vendas Internas,0,,3002,2902698,Jurídica,36852057000166
Ações de Marketing (Anuncios),0,,3002,3482879,Jurídica,02283196000102
ECONODATA,0,,1752,1545925,Jurídica,04395365000113
ERP,1,1.0,1187,843146,Jurídica,07357530000130
ECONODATA,0,,2795,3382206,Jurídica,
ECONODATA,0,,3761,2827119,Jurídica,16935999000109
ERP,1,1.0,1187,842898,Jurídica,04438627000180
ECONODATA,0,,1752,2099878,Jurídica,47476916000267
Indicação,0,,1350,1292543,Jurídica,50759273000192
ECONODATA,0,,1752,2606686,Jurídica,33209143000167
ERP,1,1.0,1187,3198655,Jurídica,04650161000181
ECONODATA,0,,1752,1656740,Jurídica,23769283000136
ECONODATA,0,,1752,2664798,Jurídica,10303297000118
Indicação,0,1.0,1624,1648456,Jurídica,01900808000350
Ações de Marketing (Anuncios),0,,3002,3481271,Jurídica,45143362000170
ERP,1,1.0,1187,843914,Jurídica,48839872000174
Indicação,0,,3937,3086482,Jurídica,50255025000104
Ações de Marketing (Anuncios),0,,1355,2205199,Jurídica,00841654000148
ERP,0,,1187,901290,Jurídica,00610742000139
Ações de Marketing (Feira),0,,1718,1447604,Jurídica,19326587000151
Ações de Marketing (Internet/Site),0,,3002,3336738,Jurídica,30229277000151
Ações de Marketing (Feira),0,,1355,3212489,Jurídica,43298975000150
ERP,0,,1187,842518,Jurídica,00446330000105
ECONODATA,0,,1752,2346712,Jurídica,31122589000124
ERP,0,,1187,1659500,Jurídica,61156113000760
Ligação / Visita Receptiva/ Cliente Contatou,0,,3002,3423405,Filial,34262881000211
ERP,1,1.0,1187,3332712,Jurídica,04142979000193
ECONODATA,0,,1752,1545941,Jurídica,09155396000110
Ações de Marketing (Internet/Site),0,,3002,3356211,Jurídica,29594510000116
ECONODATA,0,,3761,3244226,Jurídica,31401210000115
Prospecção Ativa- Vendas Internas,0,,3002,2736476,Jurídica,01540264000109
ECONODATA,0,,1328,2019432,Jurídica,
Representantes,0,,3002,3471668,Jurídica,86377470000194
Ações de Marketing (Internet/Site),0,,1527,1619474,Jurídica,01695830000143
ERP,1,1.0,1187,843308,Jurídica,13307031000131
Ações de Marketing (RD Station),0,,1189,2660116,Jurídica,35222772000152
Ações de Marketing (Internet/Site),0,,1527,2603241,Jurídica,06859993000138
ECONODATA,0,,1752,1603641,Jurídica,16914081000175
ECONODATA,0,,3761,3244227,Jurídica,31364125000124
Ações de Marketing (Feira),0,,1226,3495671,Jurídica,25033651000109
Indicação,0,,1328,1271713,Jurídica,00213945000191
